grid_id,latitude,longitude,total_detections,active_days,avg_frp,max_frp,median_frp,frp_std,avg_brightness,max_brightness,avg_confidence,satellite_count,active_months,active_years,years_with_activity,avg_yearly_detections,max_yearly_detections,yearly_detection_std,recurrence_ratio,persistent_months,avg_monthly_detections,max_monthly_detections,satellite_types,snpp_detections,noaa20_detections,noaa21_detections,multi_satellite_activity,detections_30d,active_days_30d,avg_frp_30d,max_frp_30d,detections_90d,active_days_90d,avg_frp_90d,max_frp_90d,seasonal_peak,seasonal_mean,seasonal_std,seasonality_strength,detections_per_active_day,recent_activity_ratio,frp_intensity_ratio,persistence_ratio
26.30_77.40,26.32121892857143,77.42943892857143,28,12,7.82,23.12,6.779999999999999,6.011703433686925,343.0132142857143,367.0,50.35714285714285,3,9,6,6,4.666666666666667,14,4.926120853842978,0.8571428571428571,9,3.111111111111111,14,3,7,12,9,1,0,0,0.0,0.0,0,0,0.0,0.0,23,7.0,10.677078252031311,3.2857142857142856,2.333333333333333,0.0,2.9571970216070533,1.0
28.40_83.50,28.42110857142857,83.52732464285714,28,16,3.92,22.68,3.54,4.067765187955006,320.9960714285714,345.12,58.92857142857143,3,10,6,6,4.666666666666667,15,5.202563470700446,0.8571428571428571,10,2.8,11,3,19,8,1,1,0,0,0.0,0.0,0,0,0.0,0.0,12,5.6,4.722287581247038,2.142857142857143,1.75,0.0,5.791518467852257,1.0
27.40_83.35,27.41674107142857,83.38114357142857,28,17,4.26,25.06,2.76,5.105136483828666,331.725,355.34,53.57142857142857,3,9,7,7,4.0,10,3.265986323710904,1.0,9,3.111111111111111,10,3,10,10,8,1,0,0,0.0,0.0,0,0,0.0,0.0,19,9.333333333333334,9.073771725877464,2.0357142857142856,1.6470588235294117,0.0,5.875732708089098,1.0
24.20_83.90,24.22067678571429,83.92953142857142,28,15,5.89,13.82,5.405,3.002304824507209,343.9164285714286,367.0,53.57142857142857,3,9,5,5,5.6,14,5.683308895353129,0.7142857142857143,9,3.111111111111111,7,3,10,14,4,1,0,0,0.0,0.0,0,0,0.0,0.0,12,7.0,3.559026084010437,1.7142857142857142,1.8666666666666667,0.0,2.345354263894781,1.0
25.55_82.85,25.570981785714284,82.86764607142857,28,18,5.37,15.58,3.3200000000000003,4.320660712750886,337.05321428571426,351.73,50.35714285714285,3,11,5,5,5.6,11,3.9749213828703582,0.7142857142857143,11,2.5454545454545454,10,3,11,13,4,1,0,0,0.0,0.0,0,0,0.0,0.0,13,5.6,4.33589667773576,2.321428571428572,1.5555555555555556,0.0,2.902075572112826,1.0
24.90_76.70,24.931084285714288,76.71841785714285,28,20,4.45,12.84,3.87,3.776566618408898,327.66107142857146,350.9,53.57142857142857,3,12,6,6,4.666666666666667,10,3.32665998663324,0.8571428571428571,12,2.333333333333333,9,3,11,9,8,1,0,0,0.0,0.0,0,0,0.0,0.0,19,7.0,8.12403840463596,2.7142857142857144,1.4,0.0,2.882385953659905,1.0
25.90_84.95,25.93041285714286,84.98169607142857,28,22,4.28,15.88,3.48,3.456216008950989,334.3203571428571,367.0,55.71428571428572,3,18,6,6,4.666666666666667,11,4.033195589934446,0.8571428571428571,18,1.5555555555555556,5,3,9,10,9,1,0,0,0.0,0.0,1,1,3.45,3.45,9,3.5,2.5634797778466227,2.571428571428572,1.2727272727272727,0.0,3.7108996828576193,1.0
24.20_79.85,24.22819535714285,79.86629607142856,28,17,8.29,24.08,7.46,6.040065294068744,338.41035714285715,367.0,51.42857142857143,3,9,6,6,4.666666666666667,13,4.273952113286562,0.8571428571428571,9,3.111111111111111,11,3,10,15,3,1,0,0,0.0,0.0,0,0,0.0,0.0,15,14.0,1.4142135623730951,1.0714285714285714,1.6470588235294117,0.0,2.90307857911733,1.0
26.35_78.65,26.384355714285714,78.68864821428572,28,10,5.02,23.59,3.495,4.752963250024626,329.7935714285714,367.0,58.92857142857143,3,8,5,5,5.6,23,9.736529155710468,0.7142857142857143,8,3.5,16,3,9,13,6,1,0,0,0.0,0.0,0,0,0.0,0.0,18,7.0,7.571877794400365,2.571428571428572,2.8,0.0,4.702213995871004,1.0
24.95_84.95,24.97753107142857,84.98523857142857,28,19,3.41,7.53,3.09,1.9419930238705556,335.2178571428572,354.63,51.42857142857143,3,12,6,6,4.666666666666667,12,4.0824829046386295,0.8571428571428571,12,2.333333333333333,8,3,6,11,11,1,0,0,0.0,0.0,0,0,0.0,0.0,15,5.6,5.319774431308154,2.678571428571429,1.4736842105263157,0.0,2.2079798931825323,1.0
25.60_84.40,25.63327178571429,84.42725821428571,28,12,6.01,24.16,4.395,5.505843264470035,333.24071428571426,367.0,54.642857142857146,3,6,4,4,7.0,12,4.08248290463863,0.5714285714285714,6,4.666666666666667,9,3,3,19,6,1,0,0,0.0,0.0,0,0,0.0,0.0,15,9.333333333333334,6.658328118479393,1.607142857142857,2.333333333333333,0.0,4.021878715814506,1.0
25.10_75.20,25.134354642857144,75.22129785714286,28,4,3.75,7.51,3.16,1.5726418896962882,322.40642857142853,349.36,60.0,3,4,3,3,9.333333333333334,25,13.576941236277534,0.4285714285714285,4,7.0,25,3,6,8,14,1,0,0,0.0,0.0,0,0,0.0,0.0,26,9.333333333333334,14.433756729740644,2.7857142857142856,7.0,0.0,2.0020946396267734,1.0
24.20_84.35,24.23957,84.37070107142857,28,20,3.43,9.73,2.725,2.2236937191559805,331.5110714285714,349.59,52.5,3,8,5,5,5.6,12,4.722287581247038,0.7142857142857143,8,3.5,8,3,13,14,1,1,0,0,0.0,0.0,0,0,0.0,0.0,15,9.333333333333334,7.371114795831994,1.607142857142857,1.4,0.0,2.834373699542239,1.0
27.65_80.90,27.66851392857143,80.92792428571428,28,24,3.72,16.06,2.475,3.701657215027634,331.5214285714286,351.07,57.85714285714285,3,19,7,7,4.0,8,2.943920288775949,1.0,19,1.4736842105263157,3,3,6,20,2,1,0,0,0.0,0.0,0,0,0.0,0.0,5,3.111111111111111,1.5365907428821477,1.6071428571428572,1.1666666666666667,0.0,4.316375503935496,1.0
26.40_80.35,26.428412857142856,80.374515,28,15,4.77,26.5,2.665,6.073326581635123,324.31,354.55,57.85714285714285,3,13,7,7,4.0,11,3.265986323710904,1.0,13,2.1538461538461537,6,3,6,15,7,1,0,0,0.0,0.0,0,0,0.0,0.0,16,4.0,5.597618541248889,4.0,1.8666666666666667,0.0,5.554723761042072,1.0
23.75_83.75,23.767409285714283,83.78625285714286,28,14,5.56,21.37,4.295,5.161251681069614,338.8110714285714,353.48,40.71428571428572,3,9,6,6,4.666666666666667,9,3.011090610836324,0.8571428571428571,9,3.111111111111111,7,3,13,14,1,1,0,0,0.0,0.0,0,0,0.0,0.0,16,9.333333333333334,5.859465277082316,1.7142857142857142,2.0,0.0,3.8457484414165433,1.0
26.35_81.65,26.3639075,81.67581035714285,28,25,4.45,20.39,3.015,3.888596746396398,334.6660714285714,354.52,55.71428571428572,3,14,7,7,4.0,10,3.265986323710904,1.0,14,2.0,6,3,11,8,9,1,0,0,0.0,0.0,0,0,0.0,0.0,14,5.6,5.727128425310541,2.5,1.12,0.0,4.582758067105475,1.0
24.35_74.90,24.3791925,74.9309832142857,28,14,4.85,37.52,1.3,8.680204955459468,317.44678571428574,344.88,56.785714285714285,3,10,6,6,4.666666666666667,9,3.3862466931200785,0.8571428571428571,10,2.8,8,3,11,11,6,1,0,0,0.0,0.0,0,0,0.0,0.0,21,9.333333333333334,10.11599393699568,2.25,2.0,0.0,7.729821205209332,1.0
26.75_79.10,26.777530357142854,79.11631571428572,28,23,3.8,14.66,2.715,3.127758697677855,333.82714285714286,346.86,57.85714285714285,3,13,7,7,4.0,8,2.943920288775949,1.0,13,2.1538461538461537,5,3,10,14,4,1,0,0,0.0,0.0,0,0,0.0,0.0,15,5.6,6.54217089351845,2.678571428571429,1.2173913043478262,0.0,3.861160756278807,1.0
30.65_79.00,30.6600125,79.02441999999999,28,12,5.1,9.93,4.94,2.9321329389078814,324.6475,347.86,57.85714285714285,3,6,5,5,5.6,10,3.361547262794322,0.7142857142857143,6,4.666666666666667,7,3,10,12,6,1,0,0,0.0,0.0,0,0,0.0,0.0,14,7.0,4.760952285695232,2.0,2.333333333333333,0.0,1.9452879031693835,1.0
27.90_80.90,27.923886785714284,80.92283357142857,28,26,3.55,9.76,2.935,2.00364759968007,335.5782142857143,367.0,60.0,3,14,5,5,5.6,11,3.130495168499705,0.7142857142857143,14,2.0,7,3,8,15,5,1,0,0,0.0,0.0,0,0,0.0,0.0,12,7.0,4.08248290463863,1.7142857142857142,1.0769230769230769,0.0,2.7531734837799715,1.0
24.00_77.05,24.026526071428574,77.06564035714287,28,14,5.76,44.25,1.22,11.702737452788082,319.2442857142857,367.0,57.85714285714285,3,8,6,6,4.666666666666667,13,4.457203906785807,0.8571428571428571,8,3.5,12,3,12,7,9,1,0,0,0.0,0.0,0,0,0.0,0.0,25,7.0,12.0,3.571428571428572,2.0,0.0,7.685627442466348,1.0
24.30_78.80,24.324242142857145,78.83402642857142,28,19,7.94,47.99,6.225,10.35040389775012,334.6453571428571,367.0,50.35714285714285,3,15,7,7,4.0,6,1.8257418583505536,1.0,15,1.8666666666666667,5,3,13,9,6,1,0,0,0.0,0.0,0,0,0.0,0.0,13,7.0,4.69041575982343,1.8571428571428568,1.4736842105263157,0.0,6.0468004680046805,1.0
26.95_78.40,26.9811225,78.43624964285713,28,8,9.62,54.67,6.25,10.109473024904403,336.1653571428571,353.32,53.57142857142857,3,6,4,4,7.0,16,6.2182527020592095,0.5714285714285714,6,4.666666666666667,14,3,9,14,5,1,0,0,0.0,0.0,0,0,0.0,0.0,22,7.0,10.0,3.142857142857143,3.5,0.0,5.684851635904483,1.0
27.75_81.05,27.778724642857146,81.07633071428572,28,24,3.95,13.75,3.1,2.7044303011851225,333.30535714285713,367.0,61.07142857142857,3,17,7,7,4.0,9,2.886751345948129,1.0,17,1.6470588235294117,5,3,7,15,6,1,0,0,0.0,0.0,0,0,0.0,0.0,9,4.666666666666667,3.265986323710904,1.9285714285714284,1.1666666666666667,0.0,3.481957131229086,1.0
29.35_77.70,29.37269392857143,77.7259725,28,25,3.72,21.3,3.085,3.689023472396751,331.5603571428572,343.9,56.785714285714285,3,17,7,7,4.0,7,1.8257418583505536,1.0,17,1.6470588235294117,4,3,10,14,4,1,0,0,0.0,0.0,0,0,0.0,0.0,13,3.5,3.96412483586046,3.7142857142857135,1.12,0.0,5.728006146753746,1.0
27.50_79.70,27.531042857142857,79.72500321428572,28,21,3.79,16.31,2.915,3.134059418574166,332.8971428571429,347.29,54.642857142857146,3,17,6,6,4.666666666666667,9,2.6583202716502514,0.8571428571428571,17,1.6470588235294117,4,3,14,9,5,1,0,0,0.0,0.0,0,0,0.0,0.0,11,4.666666666666667,4.131182235954578,2.357142857142857,1.3333333333333333,0.0,4.307895481558343,1.0
28.85_82.60,28.89588642857143,82.6145017857143,28,4,12.82,66.1,9.425,13.562374984184746,331.61821428571426,367.0,60.0,3,3,3,3,9.333333333333334,25,13.576941236277534,0.4285714285714285,3,9.333333333333334,25,3,11,11,6,1,0,0,0.0,0.0,0,0,0.0,0.0,25,14.0,15.556349186104043,1.7857142857142858,7.0,0.0,5.157299300582383,1.0
29.70_81.00,29.720669285714283,81.0275425,28,14,7.4,34.17,5.805,6.44167248813881,332.9089285714286,354.15,57.85714285714285,3,6,4,4,7.0,15,7.118052168020874,0.5714285714285714,6,4.666666666666667,14,3,14,13,1,1,0,0,0.0,0.0,0,0,0.0,0.0,24,9.333333333333334,12.741009902410928,2.571428571428571,2.0,0.0,4.614449696151249,1.0
25.50_79.75,25.51744071428572,79.77633392857142,28,18,9.52,27.15,7.505,7.483457832951698,337.99642857142857,350.09,48.21428571428572,3,9,5,5,5.6,11,3.847076812334269,0.7142857142857143,9,3.111111111111111,7,3,6,12,10,1,0,0,0.0,0.0,0,0,0.0,0.0,13,7.0,6.928203230275509,1.8571428571428568,1.5555555555555556,0.0,2.85285397981011,1.0
28.95_78.50,28.982095,78.53112,28,23,2.96,7.88,2.645,1.4792774941713622,332.81892857142856,347.49,60.0,3,17,7,7,4.0,7,1.632993161855452,1.0,17,1.6470588235294117,4,3,10,12,6,1,0,0,0.0,0.0,0,0,0.0,0.0,10,4.666666666666667,3.8815804341359033,2.142857142857143,1.2173913043478262,0.0,2.664090799323835,1.0
27.15_79.90,27.16771571428572,79.92393821428571,28,15,5.32,16.02,3.71,4.145087788910843,337.3614285714286,353.36,54.642857142857146,3,11,7,7,4.0,10,3.055050463303893,1.0,11,2.5454545454545454,10,3,14,8,6,1,0,0,0.0,0.0,1,1,2.72,2.72,20,5.6,8.142481194328914,3.571428571428572,1.8666666666666667,0.0,3.0098637858149364,1.0
28.60_79.20,28.622827142857144,79.23661928571428,28,23,3.24,11.19,2.865,2.0349666546934584,332.8935714285714,345.05,52.5,3,16,6,6,4.666666666666667,9,2.503331114069145,0.8571428571428571,16,1.75,5,3,13,12,3,1,0,0,0.0,0.0,0,0,0.0,0.0,13,5.6,5.176871642217914,2.321428571428572,1.2173913043478262,0.0,3.45180125592156,1.0
24.80_80.90,24.814959285714284,80.92812500000001,28,24,6.2,20.29,3.69,5.4229936064949085,338.0760714285714,351.34,54.642857142857146,3,12,7,7,4.0,8,2.1602468994692865,1.0,12,2.333333333333333,5,3,12,11,5,1,0,0,0.0,0.0,0,0,0.0,0.0,14,4.666666666666667,5.163977794943222,3.0,1.1666666666666667,0.0,3.274278139588496,1.0
28.90_81.75,28.930428214285715,81.78726571428571,28,12,3.02,15.79,1.19,3.9020033350133145,316.4778571428571,367.0,62.142857142857146,3,5,3,3,9.333333333333334,16,6.506407098647712,0.4285714285714285,5,5.6,16,3,16,10,2,1,0,0,0.0,0.0,0,0,0.0,0.0,20,9.333333333333334,9.71253485622231,2.142857142857143,2.333333333333333,0.0,5.222917897223862,1.0
30.25_79.60,30.28579142857143,79.6228717857143,28,13,8.35,19.52,8.04,5.122741856367947,333.0207142857143,367.0,61.07142857142857,3,7,4,4,7.0,11,3.741657386773941,0.5714285714285714,7,4.0,7,3,13,12,3,1,0,0,0.0,0.0,0,0,0.0,0.0,9,7.0,2.8284271247461903,1.2857142857142858,2.1538461538461537,0.0,2.3371247755067133,1.0
28.00_79.50,28.0241625,79.52767928571429,28,20,4.29,10.87,3.395,2.693316119503374,336.96750000000003,367.0,56.785714285714285,3,13,6,6,4.666666666666667,10,3.32665998663324,0.8571428571428571,13,2.1538461538461537,8,3,14,13,1,1,0,0,0.0,0.0,0,0,0.0,0.0,17,4.666666666666667,6.121002096606949,3.642857142857143,1.4,0.0,2.5365447120593383,1.0
28.60_79.75,28.62605357142857,79.77821464285715,28,24,2.38,4.98,2.435,0.9802550013771252,326.0628571428571,343.67,56.785714285714285,3,17,6,6,4.666666666666667,8,2.804757862395017,0.8571428571428571,17,1.6470588235294117,4,3,9,15,4,1,0,0,0.0,0.0,0,0,0.0,0.0,9,4.666666666666667,2.875181153713044,1.9285714285714284,1.1666666666666667,0.0,2.092751013057182,1.0
28.30_83.70,28.31484571428572,83.72494214285715,28,16,3.16,11.67,2.035,2.5698391031099623,319.36357142857145,344.05,60.0,3,9,4,4,7.0,15,5.656854249492381,0.5714285714285714,9,3.111111111111111,9,3,6,15,7,1,0,0,0.0,0.0,0,0,0.0,0.0,11,5.6,3.2093613071762426,1.9642857142857144,1.75,0.0,3.68970189701897,1.0
29.30_78.65,29.31868785714286,78.6814607142857,28,25,2.75,4.68,2.68,0.8981851189685276,331.23,344.57,58.92857142857143,3,16,6,6,4.666666666666667,7,1.8618986725025253,0.8571428571428571,16,1.75,4,3,9,16,3,1,0,0,0.0,0.0,0,0,0.0,0.0,12,4.0,4.0,3.0,1.12,0.0,1.704474505723205,1.0
23.95_75.75,23.96628071428572,75.7792975,28,14,6.41,30.86,4.405,7.22558798251891,338.7492857142857,367.0,51.42857142857143,3,7,5,5,5.6,15,6.228964600958974,0.7142857142857143,7,4.0,10,3,6,14,8,1,0,0,0.0,0.0,0,0,0.0,0.0,23,9.333333333333334,11.846237095944574,2.464285714285714,2.0,0.0,4.811135857461025,1.0
28.55_80.75,28.567654642857143,80.77256035714286,28,18,4.11,11.07,4.04,2.736776770207444,332.74107142857144,354.53,54.642857142857146,3,13,6,6,4.666666666666667,10,3.669695718539436,0.8571428571428571,13,2.1538461538461537,6,3,11,12,5,1,0,0,0.0,0.0,0,0,0.0,0.0,15,4.666666666666667,5.354126134736337,3.214285714285714,1.5555555555555556,0.0,2.691559569294894,1.0
25.80_82.05,25.83846464285714,82.07325714285714,28,20,3.63,9.02,3.28,1.6820472849426884,333.78357142857146,345.78,52.5,3,13,6,6,4.666666666666667,8,3.011090610836324,0.8571428571428571,13,2.1538461538461537,6,3,11,14,3,1,0,0,0.0,0.0,0,0,0.0,0.0,7,5.6,2.1908902300206643,1.25,1.4,0.0,2.4872956470356504,1.0
27.45_81.90,27.47769571428572,81.92047749999999,28,24,3.99,20.52,3.075,3.788869385044992,333.6589285714286,367.0,60.0,3,17,6,6,4.666666666666667,8,2.6583202716502514,0.8571428571428571,17,1.6470588235294117,4,3,13,10,5,1,0,0,0.0,0.0,0,0,0.0,0.0,7,3.111111111111111,2.1473497877875207,2.25,1.1666666666666667,0.0,5.14101646385111,1.0
27.60_80.95,27.62810321428572,80.97526535714285,28,23,2.86,8.18,2.435,1.3325122471815742,332.07142857142856,348.83,58.92857142857143,3,16,7,7,4.0,8,2.160246899469287,1.0,16,1.75,5,3,9,17,2,1,0,0,0.0,0.0,0,0,0.0,0.0,9,4.0,3.265986323710904,2.25,1.2173913043478262,0.0,2.855148342059337,1.0
27.95_78.10,27.968118928571432,78.12399678571428,28,23,2.98,6.22,2.81,1.4668450017841894,330.09250000000003,341.9,55.71428571428572,3,16,6,6,4.666666666666667,9,2.8047578623950176,0.8571428571428571,16,1.75,3,3,10,16,2,1,0,0,0.0,0.0,0,0,0.0,0.0,6,3.5,1.772810520855837,1.7142857142857142,1.2173913043478262,0.0,2.085498742665549,1.0
29.00_78.30,29.02497107142857,78.32356035714285,28,24,3.49,7.88,3.12,1.6804980050489633,332.1307142857143,345.23,58.92857142857143,3,18,7,7,4.0,7,1.914854215512676,1.0,18,1.5555555555555556,3,3,14,11,3,1,0,0,0.0,0.0,0,0,0.0,0.0,7,5.6,0.8944271909999159,1.25,1.1666666666666667,0.0,2.257417638633108,1.0
27.55_78.30,27.580366785714286,78.32663000000001,28,23,3.69,9.86,3.02,2.260715811161584,333.5125,345.81,56.785714285714285,3,14,7,7,4.0,11,3.915780041490244,1.0,14,2.0,5,3,14,10,4,1,0,0,0.0,0.0,2,2,6.0,9.06,13,4.0,4.242640687119285,3.25,1.2173913043478262,0.0,2.670019342359768,1.0
25.35_79.40,25.375684642857145,79.42046714285713,28,18,4.87,12.35,3.135,3.946111072004004,333.0203571428571,367.0,50.35714285714285,3,9,4,4,7.0,14,5.477225575051661,0.5714285714285714,9,3.111111111111111,12,3,8,11,9,1,0,0,0.0,0.0,0,0,0.0,0.0,15,7.0,5.944184833375669,2.142857142857143,1.5555555555555556,0.0,2.535934291581109,1.0
28.80_82.25,28.82786357142857,82.29039178571429,28,12,2.09,6.31,1.68,1.4553431930386076,311.51964285714286,341.92,56.785714285714285,3,7,4,4,7.0,12,4.96655480858378,0.5714285714285714,7,4.0,7,3,7,16,5,1,0,0,0.0,0.0,0,0,0.0,0.0,12,7.0,5.354126134736337,1.7142857142857142,2.333333333333333,0.0,3.0243067442656626,1.0
29.05_79.60,29.072951071428573,79.61833892857143,28,15,2.44,7.03,2.045,1.6160278561169763,322.5185714285714,345.89,56.785714285714285,3,10,4,4,7.0,12,5.830951894845301,0.5714285714285714,10,2.8,8,3,10,17,1,1,0,0,0.0,0.0,0,0,0.0,0.0,10,5.6,3.847076812334269,1.7857142857142858,1.8666666666666667,0.0,2.879461673493271,1.0
27.05_82.05,27.078790357142857,82.06313357142858,28,17,7.0,20.7,4.5600000000000005,5.785304453444747,339.4003571428571,367.0,57.85714285714285,3,14,6,6,4.666666666666667,12,3.829708431025352,0.8571428571428571,14,2.0,8,3,12,11,5,1,0,0,0.0,0.0,0,0,0.0,0.0,8,4.0,2.8867513459481287,2.0,1.6470588235294117,0.0,2.9568411386593203,1.0
29.15_81.50,29.17247142857143,81.52229607142858,28,16,5.31,12.52,5.105,3.167716701431664,330.4653571428572,367.0,57.85714285714285,3,10,6,6,4.666666666666667,7,1.8618986725025255,0.8571428571428571,10,2.8,5,3,9,16,3,1,0,0,0.0,0.0,0,0,0.0,0.0,7,4.666666666666667,1.7511900715418265,1.5,1.75,0.0,2.3574983187626093,1.0
25.35_79.00,25.37216928571429,79.02412035714285,28,13,4.19,22.35,1.165,6.357452933701736,317.5853571428571,354.2,54.642857142857146,3,8,6,6,4.666666666666667,19,7.118052168020874,0.8571428571428571,8,3.5,18,3,8,12,8,1,0,0,0.0,0.0,0,0,0.0,0.0,24,14.0,14.142135623730953,1.7142857142857142,2.1538461538461537,0.0,5.336403172166795,1.0
29.80_77.65,29.825857857142857,77.67710678571429,28,25,3.21,11.79,2.74,2.0108763784787493,331.5367857142857,339.05,58.92857142857143,3,17,7,7,4.0,8,3.0,1.0,17,1.6470588235294117,6,3,13,11,4,1,0,0,0.0,0.0,0,0,0.0,0.0,13,4.666666666666667,4.320493798938573,2.7857142857142856,1.12,0.0,3.668815292287175,1.0
29.70_80.55,29.71423964285714,80.56865535714284,28,20,3.1,8.02,2.37,2.350309559708046,326.5417857142857,353.21,58.92857142857143,2,9,6,6,4.666666666666667,11,3.444802848737017,0.8571428571428571,9,3.111111111111111,8,2,12,16,0,1,0,0,0.0,0.0,0,0,0.0,0.0,21,7.0,9.345230512584124,3.0,1.4,0.0,2.587693016824153,1.0
28.90_78.65,28.923134285714287,78.66905928571428,28,25,2.65,6.21,2.31,1.0327614264781408,329.7060714285714,341.33,57.85714285714285,3,17,6,6,4.666666666666667,8,2.875181153713043,0.8571428571428571,17,1.6470588235294117,4,3,13,9,6,1,0,0,0.0,0.0,0,0,0.0,0.0,10,5.6,3.5071355833500366,1.7857142857142858,1.12,0.0,2.343712090578245,1.0
27.05_84.35,27.07620071428571,84.37786321428572,28,23,3.35,6.85,2.865,1.5380818467155013,333.03214285714284,346.3,55.71428571428572,3,16,7,7,4.0,6,2.516611478423583,1.0,16,1.75,4,3,7,16,5,1,0,0,0.0,0.0,0,0,0.0,0.0,11,4.666666666666667,4.96655480858378,2.357142857142857,1.2173913043478262,0.0,2.0452121987630623,1.0
28.95_78.55,28.974141785714288,78.56773,28,25,2.86,4.85,2.815,0.9757544225478524,330.43392857142857,339.64,57.85714285714285,3,13,6,6,4.666666666666667,10,3.669695718539436,0.8571428571428571,13,2.1538461538461537,5,3,8,17,3,1,0,0,0.0,0.0,0,0,0.0,0.0,15,4.666666666666667,5.391351098441527,3.214285714285714,1.12,0.0,1.697712214026753,1.0
25.05_78.70,25.08563392857143,78.73559035714285,28,22,6.49,49.52,3.485,9.8510943178542,328.5739285714285,348.46,54.642857142857146,3,11,7,7,4.0,7,2.449489742783178,1.0,11,2.5454545454545454,7,3,2,23,3,1,0,0,0.0,0.0,0,0,0.0,0.0,22,7.0,10.03327796219494,3.142857142857143,1.2727272727272727,0.0,7.63020030816641,1.0
26.70_82.75,26.71561857142857,82.77260714285714,28,22,6.26,21.14,4.13,5.615252789402173,340.49571428571426,367.0,52.5,3,16,7,7,4.0,7,2.309401076758503,1.0,16,1.75,6,3,13,7,8,1,0,0,0.0,0.0,0,0,0.0,0.0,9,4.666666666666667,3.386246693120078,1.9285714285714284,1.2727272727272727,0.0,3.3756487025948103,1.0
25.35_81.85,25.370066428571427,81.8730067857143,28,18,4.25,9.53,3.645,2.226675785315422,338.0357142857143,349.22,58.92857142857143,3,14,7,7,4.0,6,1.632993161855452,1.0,14,2.0,5,3,14,13,1,1,0,0,0.0,0.0,0,0,0.0,0.0,14,5.6,6.024948132556827,2.5,1.5555555555555556,0.0,2.23990598505834,1.0
24.15_83.30,24.177233214285717,83.33955928571429,28,15,5.05,14.78,3.87,3.352153911526266,341.69607142857143,350.31,40.71428571428572,3,7,5,5,5.6,11,4.219004621945797,0.7142857142857143,7,4.0,7,3,12,15,1,1,0,0,0.0,0.0,0,0,0.0,0.0,18,9.333333333333334,8.504900548115382,1.9285714285714284,1.8666666666666667,0.0,2.924457635502792,1.0
24.75_75.30,24.789179642857142,75.31488392857143,28,15,21.93,261.3,15.23,47.83415867879289,345.5989285714286,367.0,51.42857142857143,3,10,7,7,4.0,14,5.0990195135927845,1.0,10,2.8,12,3,13,7,8,1,0,0,0.0,0.0,0,0,0.0,0.0,20,4.666666666666667,7.554248252914824,4.285714285714286,1.8666666666666667,0.0,11.917513682564502,1.0
25.55_79.20,25.563730714285715,79.22606142857144,28,14,9.93,33.48,9.07,7.283865949796383,340.675,367.0,49.285714285714285,3,9,5,5,5.6,11,3.130495168499705,0.7142857142857143,9,3.111111111111111,8,3,7,11,10,1,0,0,0.0,0.0,0,0,0.0,0.0,20,9.333333333333334,9.71253485622231,2.142857142857143,2.0,0.0,3.37184375224804,1.0
23.65_77.05,23.68553571428572,77.07477642857143,28,9,7.48,23.65,5.38,6.378655576034181,333.1114285714285,354.9,50.35714285714285,3,5,4,4,7.0,22,10.03327796219494,0.5714285714285714,5,5.6,19,3,8,14,6,1,0,0,0.0,0.0,0,0,0.0,0.0,25,14.0,15.556349186104043,1.7857142857142858,3.111111111111111,0.0,3.1613118823697905,1.0
24.25_82.55,24.27564857142857,82.58585500000001,28,13,9.26,34.65,6.73,7.522060914192692,342.11107142857145,367.0,53.57142857142857,3,8,5,5,5.6,14,4.9295030175464944,0.7142857142857143,8,3.5,14,3,13,13,2,1,0,0,0.0,0.0,0,0,0.0,0.0,23,9.333333333333334,11.930353445448857,2.464285714285714,2.1538461538461537,0.0,3.743199969134612,1.0
26.10_82.40,26.1372975,82.43091428571428,28,22,4.53,28.3,2.41,5.446315778171107,332.9357142857143,353.0,58.92857142857143,3,15,6,6,4.666666666666667,14,4.844240566555986,0.8571428571428571,15,1.8666666666666667,7,3,11,15,2,1,0,0,0.0,0.0,0,0,0.0,0.0,13,4.0,4.69041575982343,3.25,1.2727272727272727,0.0,6.247240618101545,1.0
28.60_77.25,28.627587857142856,77.26901857142857,28,22,3.11,18.48,2.045,4.06893197379944,322.3235714285714,355.63,57.85714285714285,3,18,6,6,4.666666666666667,10,3.07679486912382,0.8571428571428571,18,1.5555555555555556,6,3,10,10,8,1,0,0,0.0,0.0,0,0,0.0,0.0,8,4.0,2.581988897471611,2.0,1.2727272727272727,0.0,5.942122186495177,1.0
